Unnamed: 0,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,latitude,longitude,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,precip,humidity,visibility,cloudcover,heatindex,season,household,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,cyber_cafe,school,college,cinema,crime,cluster
5614,8,33,friday,1,morning,25.0167,89.3167,shibganj,chapainawabganj,rajshahi,35,32,27,353,0.8,73,10,43,37,rainy,124899,295338,295840,591178,100,4.73,1125,39.4,1984,1,1,1,14,72,17,1,bodyfound,298
5615,1,2,saturday,1,morning,24.020189,90.74723,shibpur,narsingdi,dhaka,29,24,18,113,0.0,42,10,0,24,winter,65094,148429,155384,303813,96,4.64,1395,55.7,988,0,1,3,0,31,4,1,bodyfound,299
5616,1,2,saturday,1,morning,24.020189,90.74723,shibpur,narsingdi,dhaka,29,24,18,113,0.0,42,10,0,24,winter,65094,148429,155384,303813,96,4.64,1395,55.7,988,0,1,3,0,31,4,1,bodyfound,299
5617,1,2,saturday,1,morning,24.020189,90.74723,shibpur,narsingdi,dhaka,29,24,18,113,0.0,42,10,0,24,winter,65094,148429,155384,303813,96,4.64,1395,55.7,988,0,1,3,0,31,4,1,bodyfound,299
5618,8,35,wednesday,0,morning,24.020189,90.74723,shibpur,narsingdi,dhaka,33,31,28,353,3.6,75,10,29,38,rainy,65094,148429,155384,303813,96,4.64,1395,55.7,988,0,1,3,0,31,4,1,bodyfound,299
5619,1,2,saturday,1,morning,24.020189,90.74723,shibpur,narsingdi,dhaka,29,24,18,113,0.0,42,10,0,24,winter,65094,148429,155384,303813,96,4.64,1395,55.7,988,0,1,3,0,31,4,1,bodyfound,299
5620,9,39,saturday,1,morning,23.8167,90.15,singiar,manikganj,dhaka,34,31,26,119,0.2,67,10,22,34,rainy,65058,140834,146617,287451,96,4.36,1321,46.2,394,25,1,2,0,23,2,0,bodyfound,234
5621,5,20,thursday,0,morning,23.8167,90.15,singiar,manikganj,dhaka,32,30,25,356,19.5,72,8,34,33,hot,65058,140834,146617,287451,96,4.36,1321,46.2,394,25,1,2,0,23,2,0,bodyfound,234
5622,9,39,thursday,0,morning,23.8167,90.15,singiar,manikganj,dhaka,30,27,24,266,1.3,83,9,50,29,rainy,65058,140834,146617,287451,96,4.36,1321,46.2,394,25,1,2,0,23,2,0,bodyfound,234
5623,12,49,monday,0,afternoon,23.8167,90.15,singiar,manikganj,dhaka,31,27,23,113,0.0,50,10,1,28,winter,65058,140834,146617,287451,96,4.36,1321,46.2,394,25,1,2,0,23,2,0,bodyfound,234
5624,5,20,monday,0,morning,24.5,89.13333,singra,natore,rajshahi,36,34,28,386,4.5,61,10,24,38,hot,88791,182191,182191,364382,100,4.09,689,42.9,868,0,0,3,0,55,6,1,bodyfound,301
5625,5,21,sunday,0,morning,24.5,89.13333,singra,natore,rajshahi,38,34,30,119,0.0,49,10,38,36,hot,88791,182191,182191,364382,100,4.09,689,42.9,868,0,0,3,0,55,6,1,bodyfound,301
5626,1,4,wednesday,0,morning,23.5667,90.3833,sirajdikhan,munshiganj,dhaka,27,22,15,113,0.0,43,10,0,20,winter,59873,143559,144548,288107,99,4.74,1599,54.9,582,37,0,2,0,28,4,1,bodyfound,302
5627,3,11,monday,0,night,23.5667,90.3833,sirajdikhan,munshiganj,dhaka,34,30,23,113,0.0,28,10,1,28,hot,59873,143559,144548,288107,99,4.74,1599,54.9,582,37,0,2,0,28,4,1,bodyfound,302
5628,4,14,tuesday,0,noon,24.4583,89.7,sirajganj sadar,sirajganj,rajshahi,36,32,26,386,5.9,70,10,21,35,hot,125485,278959,276196,555155,101,4.38,1734,48.0,1121,16,2,5,5,61,14,4,bodyfound,64
5629,2,7,friday,1,morning,24.4583,89.7,sirajganj sadar,sirajganj,rajshahi,29,24,17,113,0.0,29,10,9,23,winter,125485,278959,276196,555155,101,4.38,1734,48.0,1121,16,2,5,5,61,14,4,bodyfound,64
5630,10,40,thursday,0,morning,24.4583,89.7,sirajganj sadar,sirajganj,rajshahi,33,30,27,356,9.4,76,10,23,35,rainy,125485,278959,276196,555155,101,4.38,1734,48.0,1121,16,2,5,5,61,14,4,bodyfound,64
5631,8,34,friday,1,morning,23.03833,91.10833,sonaimori,noakhali,chattogram,32,30,28,386,15.7,80,9,73,35,rainy,60542,149372,177822,327194,84,5.36,1934,61.0,608,12,0,1,2,45,4,1,bodyfound,303
5632,5,20,thursday,0,morning,23.03833,91.10833,sonaimori,noakhali,chattogram,35,32,29,200,0.2,71,10,18,38,hot,60542,149372,177822,327194,84,5.36,1934,61.0,608,12,0,1,2,45,4,1,bodyfound,303
5633,4,13,saturday,1,noon,23.6583,90.6083,sonargaon,narayanganj,dhaka,35,31,26,200,1.0,71,10,42,33,hot,89565,204105,196253,400358,104,4.43,2332,54.6,496,5,1,2,0,28,4,4,bodyfound,304
5634,3,13,friday,1,night,23.6583,90.6083,sonargaon,narayanganj,dhaka,35,30,24,119,0.0,70,10,31,32,hot,89565,204105,196253,400358,104,4.43,2332,54.6,496,5,1,2,0,28,4,4,bodyfound,304
5635,1,4,thursday,0,morning,23.6583,90.6083,sonargaon,narayanganj,dhaka,27,24,19,113,0.0,44,10,7,24,winter,89565,204105,196253,400358,104,4.43,2332,54.6,496,5,1,2,0,28,4,4,bodyfound,304
5636,10,40,saturday,1,night,23.6583,90.6083,sonargaon,narayanganj,dhaka,34,31,27,176,0.8,75,10,21,35,rainy,89565,204105,196253,400358,104,4.43,2332,54.6,496,5,1,2,0,28,4,4,bodyfound,304
5637,2,7,saturday,1,afternoon,25.15,89.90056,sreebordi,sherpur,mymensingh,30,24,17,113,0.0,38,10,4,22,winter,65892,128920,130728,259648,99,3.94,1046,34.8,402,240,0,1,0,28,1,1,bodyfound,337
5638,6,25,friday,1,morning,24.3083,91.7333,sreemangal,moulvibazar,sylhet,28,27,25,356,56.5,94,7,86,30,rainy,65165,158706,159319,318025,100,4.86,706,48.3,561,16,0,2,0,26,1,3,bodyfound,305
5639,6,25,friday,1,morning,24.3083,91.7333,sreemangal,moulvibazar,sylhet,28,27,25,356,56.5,94,7,86,30,rainy,65165,158706,159319,318025,100,4.86,706,48.3,561,16,0,2,0,26,1,3,bodyfound,305
5640,1,4,wednesday,0,morning,23.5361,90.2917,sreenagar,munshiganj,dhaka,27,22,15,113,0.0,43,10,0,20,winter,57344,127374,132513,259887,96,4.47,1280,57.3,503,24,0,2,0,21,2,3,bodyfound,-1
5641,8,33,tuesday,0,night,24.2,90.4667,sreepur,gazipur,dhaka,36,33,29,116,0.2,69,10,26,39,rainy,122872,251298,241494,492792,104,3.98,1064,54.8,722,0,3,4,0,53,7,2,bodyfound,306
5642,4,15,wednesday,0,evening,24.2,90.4667,sreepur,gazipur,dhaka,35,32,27,386,5.1,72,9,35,36,hot,122872,251298,241494,492792,104,3.98,1064,54.8,722,0,3,4,0,53,7,2,bodyfound,306
5643,6,26,wednesday,0,night,24.2,90.4667,sreepur,gazipur,dhaka,35,33,28,353,3.5,75,10,35,39,rainy,122872,251298,241494,492792,104,3.98,1064,54.8,722,0,3,4,0,53,7,2,bodyfound,306
5644,12,50,wednesday,0,morning,24.2,90.4667,sreepur,gazipur,dhaka,31,27,22,113,0.0,69,10,0,28,winter,122872,251298,241494,492792,104,3.98,1064,54.8,722,0,3,4,0,53,7,2,bodyfound,306
5645,6,26,wednesday,0,night,24.2,90.4667,sreepur,gazipur,dhaka,37,33,28,176,0.8,66,10,38,39,rainy,122872,251298,241494,492792,104,3.98,1064,54.8,722,0,3,4,0,53,7,2,bodyfound,306
5646,10,40,saturday,1,night,24.2,90.4667,sreepur,gazipur,dhaka,34,32,28,356,5.2,73,9,26,38,rainy,122872,251298,241494,492792,104,3.98,1064,54.8,722,0,3,4,0,53,7,2,bodyfound,306
5647,1,2,monday,0,night,24.2,90.4667,sreepur,gazipur,dhaka,23,20,17,116,0.0,67,10,22,20,winter,122872,251298,241494,492792,104,3.98,1064,54.8,722,0,3,4,0,53,7,2,bodyfound,306
5648,6,25,thursday,0,morning,24.2,90.4667,sreepur,gazipur,dhaka,37,34,30,116,0.5,63,10,28,41,rainy,122872,251298,241494,492792,104,3.98,1064,54.8,722,0,3,4,0,53,7,2,bodyfound,306
5649,6,26,saturday,1,night,24.2,90.4667,sreepur,gazipur,dhaka,31,29,26,359,15.8,89,9,62,35,rainy,122872,251298,241494,492792,104,3.98,1064,54.8,722,0,3,4,0,53,7,2,bodyfound,306
5650,4,16,thursday,0,morning,22.6833,91.11,subarnachar,noakhali,chattogram,32,31,29,353,0.6,72,10,64,36,hot,55399,143295,146219,289514,98,5.23,503,32.7,403,18,0,2,0,18,3,0,bodyfound,307
5651,3,9,friday,1,night,22.6833,91.11,subarnachar,noakhali,chattogram,32,28,22,113,0.0,71,10,2,29,hot,55399,143295,146219,289514,98,5.23,503,32.7,403,18,0,2,0,18,3,0,bodyfound,307
5652,7,28,thursday,0,night,23.9167,89.4333,sujanagar,pabna,rajshahi,30,28,26,308,112.5,91,6,94,33,rainy,63676,138350,139746,278096,99,4.36,821,41.9,627,0,0,4,1,32,5,2,bodyfound,308
5653,8,33,wednesday,0,morning,23.9167,89.4333,sujanagar,pabna,rajshahi,33,31,28,356,7.3,75,9,24,37,rainy,63676,138350,139746,278096,99,4.36,821,41.9,627,0,0,4,1,32,5,2,bodyfound,308
5654,5,21,sunday,0,night,25.06667,91.4,sunamganj sadar,sunamganj,sylhet,37,32,25,386,24.2,75,8,49,35,hot,49557,139561,139458,279019,100,5.57,960,38.8,313,1,0,3,13,24,4,1,bodyfound,309
5655,11,48,monday,0,morning,25.56436,89.51909,sundarganj,gaibandha,rangpur,30,26,21,113,0.0,68,10,4,26,winter,122098,226084,235836,461920,96,3.77,1249,40.6,1006,28,0,3,3,72,11,3,bodyfound,310
5656,6,26,friday,1,afternoon,24.888242,91.868519,sylhet sadar,sylhet,sylhet,34,30,26,356,13.8,80,9,61,34,rainy,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5657,4,17,sunday,0,afternoon,24.888242,91.868519,sylhet sadar,sylhet,sylhet,33,27,22,356,17.9,74,9,30,28,hot,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5658,12,48,friday,1,afternoon,24.888242,91.868519,sylhet sadar,sylhet,sylhet,34,27,20,113,0.0,65,10,1,27,winter,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5659,1,5,wednesday,0,morning,24.888242,91.868519,sylhet sadar,sylhet,sylhet,29,23,16,113,1.4,60,10,2,22,winter,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5660,9,36,tuesday,0,morning,24.888242,91.868519,sylhet sadar,sylhet,sylhet,35,32,26,353,8.6,75,10,20,36,rainy,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5661,11,47,monday,0,morning,24.888242,91.868519,sylhet sadar,sylhet,sylhet,31,26,18,113,0.0,65,10,0,24,winter,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5662,4,17,tuesday,0,evening,24.888242,91.868519,sylhet sadar,sylhet,sylhet,36,31,24,353,7.3,77,10,51,34,hot,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5663,5,20,sunday,0,morning,24.888242,91.868519,sylhet sadar,sylhet,sylhet,36,32,26,356,10.2,69,9,37,35,hot,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5664,5,18,friday,1,night,24.888242,91.868519,sylhet sadar,sylhet,sylhet,33,30,23,356,7.1,74,9,20,31,hot,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5665,9,36,tuesday,0,morning,24.888242,91.868519,sylhet sadar,sylhet,sylhet,35,32,26,353,8.6,75,10,20,36,rainy,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5666,10,43,monday,0,afternoon,24.888242,91.868519,sylhet sadar,sylhet,sylhet,36,30,22,113,0.0,65,10,10,31,rainy,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5667,6,24,thursday,0,morning,24.888242,91.868519,sylhet sadar,sylhet,sylhet,35,33,28,386,12.1,73,9,21,39,rainy,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5668,2,8,saturday,1,morning,24.888242,91.868519,sylhet sadar,sylhet,sylhet,32,26,17,113,0.0,42,10,0,23,winter,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5669,10,42,tuesday,0,afternoon,24.888242,91.868519,sylhet sadar,sylhet,sylhet,33,29,23,113,0.0,67,10,1,30,rainy,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5670,2,8,sunday,0,noon,24.888242,91.868519,sylhet sadar,sylhet,sylhet,35,29,21,113,0.0,44,10,5,27,winter,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5671,4,16,sunday,0,afternoon,24.888242,91.868519,sylhet sadar,sylhet,sylhet,37,32,24,113,0.0,39,10,9,30,hot,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,bodyfound,65
5672,2,6,friday,1,morning,22.75,89.25,tala,satkhira,khulna,30,26,20,116,0.0,44,10,17,25,winter,72465,149389,150431,299820,99,4.13,889,50.9,577,230,0,7,0,60,10,1,bodyfound,311
5673,1,4,tuesday,0,night,22.75,89.25,tala,satkhira,khulna,26,20,14,113,0.0,48,10,0,22,winter,72465,149389,150431,299820,99,4.13,889,50.9,577,230,0,7,0,60,10,1,bodyfound,311
5674,2,6,friday,1,morning,22.75,89.25,tala,satkhira,khulna,30,26,20,116,0.0,44,10,17,25,winter,72465,149389,150431,299820,99,4.13,889,50.9,577,230,0,7,0,60,10,1,bodyfound,311
5675,5,20,tuesday,0,noon,24.25,89.9167,tangail sadar,tangail,dhaka,33,31,28,356,9.8,73,9,47,35,hot,117000,260552,260552,521104,100,4.36,1559,53.1,1056,5,2,2,9,45,5,3,bodyfound,46
5676,10,41,sunday,0,morning,24.25,89.9167,tangail sadar,tangail,dhaka,34,30,25,113,0.9,72,10,6,33,rainy,117000,260552,260552,521104,100,4.36,1559,53.1,1056,5,2,2,9,45,5,3,bodyfound,46
5677,7,27,wednesday,0,noon,24.25,89.9167,tangail sadar,tangail,dhaka,33,31,27,356,4.2,81,10,50,37,rainy,117000,260552,260552,521104,100,4.36,1559,53.1,1056,5,2,2,9,45,5,3,bodyfound,46
5678,9,40,monday,0,morning,24.25,89.9167,tangail sadar,tangail,dhaka,33,31,26,113,0.0,65,10,9,34,rainy,117000,260552,260552,521104,100,4.36,1559,53.1,1056,5,2,2,9,45,5,3,bodyfound,46
5679,7,30,wednesday,0,noon,24.25,89.9167,tangail sadar,tangail,dhaka,33,30,26,359,20.9,80,8,63,34,rainy,117000,260552,260552,521104,100,4.36,1559,53.1,1056,5,2,2,9,45,5,3,bodyfound,46
5680,3,9,friday,1,morning,24.25,89.9167,tangail sadar,tangail,dhaka,35,29,21,113,0.0,40,10,5,27,hot,117000,260552,260552,521104,100,4.36,1559,53.1,1056,5,2,2,9,45,5,3,bodyfound,46
5681,11,47,wednesday,0,night,24.25,89.9167,tangail sadar,tangail,dhaka,31,27,21,113,0.0,60,10,0,27,winter,117000,260552,260552,521104,100,4.36,1559,53.1,1056,5,2,2,9,45,5,3,bodyfound,46
5682,5,18,saturday,1,night,24.25,89.9167,tangail sadar,tangail,dhaka,35,32,26,386,6.7,71,9,35,35,hot,117000,260552,260552,521104,100,4.36,1559,53.1,1056,5,2,2,9,45,5,3,bodyfound,46
5683,11,47,thursday,0,night,24.6028,88.5806,tanore,rajshahi,rajshahi,32,28,22,113,0.0,55,10,1,28,winter,47425,94041,97289,191330,97,4.03,648,48.8,749,12,0,2,7,59,13,1,bodyfound,-1
5684,1,2,thursday,0,night,24.6028,88.5806,tanore,rajshahi,rajshahi,27,23,17,113,0.0,49,10,1,22,winter,47425,94041,97289,191330,97,4.03,648,48.8,749,12,0,2,7,59,13,1,bodyfound,-1
5685,11,46,wednesday,0,morning,25.8111,89.0167,taragonj,rangpur,rangpur,33,27,20,113,0.0,53,10,0,27,winter,34119,71962,70550,142512,102,4.16,1108,43.8,471,0,0,2,0,20,2,0,bodyfound,-1
5686,10,42,thursday,0,morning,24.5375,90.875,tarail,kishoreganj,dhaka,33,29,24,356,6.8,82,9,14,32,rainy,34592,79199,80540,159739,98,4.62,1129,35.7,270,12,0,1,0,11,1,1,bodyfound,-1
5687,5,20,wednesday,0,morning,20.8667,92.3,teknaf,coxsbazar,chattogram,32,30,27,176,11.7,75,9,40,34,hot,46328,133106,131283,264389,101,5.7,680,26.7,223,8,4,4,4,17,1,1,bodyfound,313
5688,5,20,thursday,0,morning,20.8667,92.3,teknaf,coxsbazar,chattogram,29,28,27,356,14.8,80,9,68,32,hot,46328,133106,131283,264389,101,5.7,680,26.7,223,8,4,4,4,17,1,1,bodyfound,313
5689,6,24,sunday,0,morning,20.8667,92.3,teknaf,coxsbazar,chattogram,30,29,27,116,0.0,84,10,14,34,rainy,46328,133106,131283,264389,101,5.7,680,26.7,223,8,4,4,4,17,1,1,bodyfound,313
5690,10,43,tuesday,0,night,20.8667,92.3,teknaf,coxsbazar,chattogram,30,27,24,113,0.0,76,10,0,29,rainy,46328,133106,131283,264389,101,5.7,680,26.7,223,8,4,4,4,17,1,1,bodyfound,313
5691,10,40,wednesday,0,noon,20.8667,92.3,teknaf,coxsbazar,chattogram,32,30,26,113,0.0,77,10,7,34,rainy,46328,133106,131283,264389,101,5.7,680,26.7,223,8,4,4,4,17,1,1,bodyfound,313
5692,4,17,tuesday,0,morning,26.48274,88.35069,tetulia,panchagarh,rangpur,35,31,19,386,14.0,62,9,10,29,hot,27908,63463,61991,125454,102,4.48,663,47.3,244,0,1,1,0,26,4,1,bodyfound,-1
5693,8,31,sunday,0,morning,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,34,31,26,386,1.1,77,10,47,35,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5694,2,8,friday,1,morning,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,32,27,20,113,0.0,30,10,8,25,winter,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5695,10,44,wednesday,0,morning,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,31,28,22,113,0.0,62,10,3,28,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5696,10,39,sunday,0,morning,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,36,32,27,119,0.1,73,10,36,37,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5697,10,43,thursday,0,morning,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,30,26,21,113,0.4,75,10,7,27,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5698,8,35,monday,0,morning,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,35,32,27,386,0.7,70,10,20,37,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5699,10,41,tuesday,0,morning,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,36,31,26,113,0.0,55,10,4,33,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5700,5,19,saturday,1,morning,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,41,37,30,113,0.0,35,10,2,37,hot,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5701,6,26,wednesday,0,noon,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,35,32,28,359,18.8,75,9,31,38,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5702,10,44,monday,0,morning,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,34,28,21,113,0.0,61,10,4,29,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5703,8,33,tuesday,0,noon,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,34,32,28,356,12.0,78,9,41,38,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5704,8,33,tuesday,0,noon,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,34,32,28,356,12.0,78,9,41,38,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,bodyfound,247
5705,2,6,wednesday,0,morning,23.5,90.4583,tongibari,munshiganj,dhaka,31,27,21,113,0.1,57,10,16,26,winter,42433,98120,99053,197173,99,4.55,1399,57.1,365,27,0,1,0,17,3,2,bodyfound,315
5706,4,15,thursday,0,afternoon,24.575,90.39167,trishal,mymensingh,mymensingh,35,31,24,299,1.6,55,10,46,33,hot,93886,208601,210707,419308,99,4.45,1239,40.0,933,12,0,1,0,51,9,5,bodyfound,316
5707,2,6,monday,0,morning,24.575,90.39167,trishal,mymensingh,mymensingh,33,28,20,113,0.0,42,10,0,26,winter,93886,208601,210707,419308,99,4.45,1239,40.0,933,12,0,1,0,51,9,5,bodyfound,316
5708,4,15,friday,1,afternoon,24.575,90.39167,trishal,mymensingh,mymensingh,37,31,24,176,1.3,54,10,49,32,hot,93886,208601,210707,419308,99,4.45,1239,40.0,933,12,0,1,0,51,9,5,bodyfound,316
5709,7,27,tuesday,0,morning,24.575,90.39167,trishal,mymensingh,mymensingh,29,28,27,359,59.0,89,5,65,33,rainy,93886,208601,210707,419308,99,4.45,1239,40.0,933,12,0,1,0,51,9,5,bodyfound,316
5710,2,6,friday,1,morning,24.3194,89.5667,ullapara,sirajganj,rajshahi,32,27,19,113,0.0,31,10,1,24,winter,123864,270078,270078,540156,100,4.35,1320,51.6,1143,58,0,1,0,60,8,1,bodyfound,242
5711,7,30,monday,0,morning,24.3194,89.5667,ullapara,sirajganj,rajshahi,30,28,26,389,22.0,89,8,75,32,rainy,123864,270078,270078,540156,100,4.35,1320,51.6,1143,58,0,1,0,60,8,1,bodyfound,242
5712,12,51,monday,0,noon,24.3194,89.5667,ullapara,sirajganj,rajshahi,27,24,20,116,0.0,59,10,22,24,winter,123864,270078,270078,540156,100,4.35,1320,51.6,1143,58,0,1,0,60,8,1,bodyfound,242
5713,8,34,tuesday,0,night,22.8111,90.2444,wazirpur,barisal,barisal,30,29,28,353,2.2,79,9,63,34,rainy,52959,113529,121430,234959,93,4.42,946,62.5,701,75,0,5,0,50,12,1,bodyfound,244
5714,2,6,friday,1,morning,22.8111,90.2444,wazirpur,barisal,barisal,31,27,20,113,0.0,44,10,0,26,winter,52959,113529,121430,234959,93,4.42,946,62.5,701,75,0,5,0,50,12,1,bodyfound,244
5715,5,20,wednesday,0,night,25.925,89.35,aditmari,lalmonirhat,rangpur,33,30,24,356,20.0,75,9,18,32,hot,52144,112398,112398,224796,100,4.31,1153,45.1,753,14,0,1,0,39,7,1,kidnap,69
5716,6,24,monday,0,morning,25.925,89.35,aditmari,lalmonirhat,rangpur,36,34,30,176,5.5,62,9,25,40,rainy,52144,112398,112398,224796,100,4.31,1153,45.1,753,14,0,1,0,39,7,1,kidnap,69
5717,2,7,monday,0,morning,24.5472,91.25,ajmiriganj,habiganj,sylhet,30,25,19,113,0.0,45,10,1,25,winter,21293,56615,57650,114265,98,5.39,510,37.1,153,6,0,3,1,6,1,1,kidnap,70
5718,10,40,saturday,1,night,24.975,89.02,akkelpur,joypurhat,rajshahi,33,30,26,353,0.8,76,10,39,34,rainy,36638,68333,69286,137619,99,3.75,888,56.9,456,11,0,1,0,17,10,2,kidnap,72
5719,3,11,tuesday,0,evening,24.975,89.02,akkelpur,joypurhat,rajshahi,23,22,21,113,0.0,33,10,5,25,hot,36638,68333,69286,137619,99,3.75,888,56.9,456,11,0,1,0,17,10,2,kidnap,72
5720,10,41,wednesday,0,night,23.7583,88.95,alamdanga,chuadanga,khulna,33,31,27,356,18.9,74,8,33,35,rainy,86299,172961,172961,345922,100,4.0,949,45.7,659,30,1,5,0,44,7,5,kidnap,73
5721,10,40,saturday,1,evening,23.7583,88.95,alamdanga,chuadanga,khulna,35,32,28,353,2.7,67,10,38,37,rainy,86299,172961,172961,345922,100,4.0,949,45.7,659,30,1,5,0,44,7,5,kidnap,73
5722,10,40,saturday,1,evening,23.7583,88.95,alamdanga,chuadanga,khulna,35,32,28,353,2.7,67,10,38,37,rainy,86299,172961,172961,345922,100,4.0,949,45.7,659,30,1,5,0,44,7,5,kidnap,73
5723,10,41,tuesday,0,night,23.7583,88.95,alamdanga,chuadanga,khulna,35,32,28,353,2.9,64,10,23,35,rainy,86299,172961,172961,345922,100,4.0,949,45.7,659,30,1,5,0,44,7,5,kidnap,73
5724,10,40,sunday,0,morning,21.6667,92.3056,alikadam,bandarban,chattogram,32,30,27,176,11.9,77,9,47,35,rainy,9422,25650,23667,49317,108,5.12,56,31.3,79,2,0,7,0,3,0,0,kidnap,74
5725,1,3,saturday,1,morning,21.6667,92.3056,alikadam,bandarban,chattogram,26,24,20,176,9.1,74,9,30,25,winter,9422,25650,23667,49317,108,5.12,56,31.3,79,2,0,7,0,3,0,0,kidnap,74
5726,12,53,wednesday,0,evening,21.6667,92.3056,alikadam,bandarban,chattogram,25,22,16,116,0.0,66,10,16,21,winter,9422,25650,23667,49317,108,5.12,56,31.3,79,2,0,7,0,3,0,0,kidnap,74
5727,2,6,thursday,0,evening,22.1294,90.2289,amtali,barguna,barisal,31,27,22,116,0.0,50,10,22,26,winter,63212,131930,138872,270802,95,4.3,376,52.8,1138,44,0,2,0,57,7,2,kidnap,75
5728,4,16,wednesday,0,night,22.1294,90.2289,amtali,barguna,barisal,31,30,27,353,2.5,75,10,71,33,hot,63212,131930,138872,270802,95,4.3,376,52.8,1138,44,0,2,0,57,7,2,kidnap,75
5729,7,28,friday,1,night,23.7917,90.65,araihazar,narayanganj,dhaka,34,31,26,353,0.8,78,10,50,35,rainy,77462,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,0,23,4,3,kidnap,76
5730,11,48,thursday,0,evening,23.7917,90.65,araihazar,narayanganj,dhaka,31,27,23,113,0.0,62,10,1,28,winter,77462,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,0,23,4,3,kidnap,76
5731,11,45,friday,1,evening,23.7917,90.65,araihazar,narayanganj,dhaka,32,28,22,116,0.2,68,10,15,29,winter,77462,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,0,23,4,3,kidnap,76
5732,9,35,saturday,1,night,24.0366,91.005,ashuganj,brahmanbaria,chattogram,33,30,26,356,7.3,81,9,38,35,rainy,33552,146170,152260,298430,96,5.37,2673,51.2,290,6,0,3,0,15,4,2,kidnap,77
5733,5,18,friday,1,morning,22.8319,90.3222,babuganj,barisal,barisal,33,31,28,356,13.0,75,9,41,35,hot,31663,67586,72775,140361,93,4.4,851,68.8,645,37,0,3,10,35,3,0,kidnap,-1
